text,label
"History of Present Illness: 62F with hx of severe of pulm  [entity] HTN [entity] , CAD s/p DES to Lcx/LAD in [**10/2177**], prior CVA s/p b/l CEA's, PVD, and COPD who was admitted to OSH [**12-23**] for atypical chest pain and SOB.",Present
"[**2108-4-6**] 11:45 AM  CHEST (PORTABLE AP)                                             Clip # [**Clip Number (Radiology) 1845**]  Reason: exacerbation of  [entity] copd [entity]  sob and productive cough  ______________________________________________________________________________  [**Hospital 4**] MEDICAL CONDITION:   48 year old woman with hx of asthma multiple myeloma, pulmonary embolism   comes in s/p URI and now worsening sob.",Present
Discharge Diagnosis: Coronary Artery Disease Retroperitonial Bleeding Hypertension H [entity] yperlipidemia  [entity],Present
The patient's condition deteriorated due to a large [ENTITY]hemorrhagic stroke[/ENTITY] with significant cerebral edema requiring decompressive surgery.,Present
"The patient developed [ENTITY]NSTEMI[/ENTITY] following surgery, complicated by hypertension and acute kidney injury requiring dialysis.",Present
"On neurological examination, the patient exhibits normal speech patterns without any [ENTITY]complaints of SOB[/ENTITY] or signs of respiratory compromise while speaking in full sentences.",Absent
[entity] Hyperlipidemia [entity] .,Present
"Rule out [ENTITY]major depression[/ENTITY] given anhedonia and fatigue, but atypical presentation without suicidal ideation requires further investigation, per patient request.",Absent
"HISTORY OF PRESENT ILLNESS:  This is a 33 year old male with no significant past medical history who initially presented to the [**Company 191**] Outpatient Clinic on [**11-27**] with four days of high fevers (103 degrees F), nonproductive cough, malaise, diffuse myalgias, mild resting  [entity] dyspnea [entity] , no exposure to ill contacts.",Present
"During hospitalization, the patient developed [ENTITY]bilateral pneumonia[/ENTITY] secondary to aspiration, requiring broad-spectrum antimicrobial therapy and respiratory support.",Present
"With a normal procalcitonin level and absence of [ENTITY]severe sepsis[/ENTITY], the surgical team proceeded with the planned orthopedic procedure without delay.",Absent
There is severe aortic  [entity] valve stenosis [entity]  (area <0.,Present
Denies experiencing [ENTITY]hypoxemic respiratory failure[/ENTITY] despite having a history of chronic obstructive pulmonary disease (COPD) and pneumonia.,Absent
] There is a small circumferential pericardial effusion without echocardiographic signs of  [entity] tamponade [entity] .,Absent
"Head CT shows left basilar skull fx,  [entity] intraparnchymal    bleed over right tentorium [entity] , pt has 2cm laceration on left head,    multiple abrasions on right chest, abdomen, coccyx, and bilateral    knees.",Present
Complications during the operative period included [ENTITY]hypoxemic respiratory failure[/ENTITY] managed with non-invasive ventilation and high-flow nasal cannula oxygen therapy.,Present
"Vital signs were stable, and the patient denies experiencing any episodes of [ENTITY]delirium[/ENTITY] since admission",Absent
We will watch for an evolving [ENTITY]dermal manifestation[/ENTITY] with continued azathioprine use; patient education provided.,Hypothetical
Discharge Diagnosis: Primary Diagnosis:  [entity] Acute on Chronic Systolic and Diastolic Heart Failure [entity]  Pulmonary Edema Left Renal Artery Stenosis,Present
"He has had no apnea,  [entity] bradycardia [entity]  or desaturations.",Absent
Patient will be followed for signs of [ENTITY]acute kidney injury[/ENTITY] after recent contrast administration for imaging studies.,Present
# H/O Embolic Stroke:  Has new opening of  [entity] PFO [entity]  based on most recent echo which likely contributed to her recent stroke.,Present
"Given her worseining cardiopulmonary status the CCU team recommended intubation to try to achieve better oxygenation, prevent respiratory colapse and to allow us to manage her worsening  [entity] heart failure [entity]  while maintaing a patent airway with adequate oxygenation.",Present
"While afebrile now, vigilance for signs of [ENTITY]sepsis[/ENTITY] is warranted given recent immunocompromise and neutropenia.",Hypothetical
Attending:[**First Name3 (LF) 1505**] Chief Complaint:  [entity] Dyspnea [entity]  on exertion,Present
"During the ICU stay, the patient experienced an episode of [ENTITY]atrial fibrillation[/ENTITY] with hemodynamic instability requiring cardioversion.",Present
# ICH: Pt with  [entity] multiple small ICH [entity]  sustained from fall with acute left    sided head injury in setting profound thrombocytopenia.,Present
No suspicious lytic or  [entity] blastic skeletal lesions [entity]  are identified.,Absent
"Patient denies any recent [ENTITY]gastric upset[/ENTITY], nausea, or vomiting despite a history of GERD managed with omeprazole.",Absent
Intraoperative monitoring indicated fluctuations in the patient's [ENTITY]altered mental status[/ENTITY] correlated with changes in blood pressure.,Present
His memory is decreased and he occasionally has some  [entity] confusion [entity]  but is improving each day.,Present
"Cardiac examination reveals [ENTITY]irregular rhythm[/ENTITY] consistent with atrial fibrillation, alongside signs of heart failure, including orthopnea and paroxysmal nocturnal dyspnea.",Present
He has a PICC line placed on [**2177-9-12**] for IV antibiotics and will require Vancomycin thru [**2177-9-16**] for  [entity] MRSA pneumonia [entity] .,Present
Discharge Diagnosis: Right thalamocapsular hemorrhage Left hemiplegia  [entity] HTN [entity]  BPH,Present
"Upon examination, the patient shows no signs or symptoms of [ENTITY]COPD[/ENTITY], but has a significant history of coronary artery disease and recent MI.",Absent
Physical examination reveals a large hematoma indicative of significant [ENTITY]hemorrhage[/ENTITY] in the abdominal region.,Present
"History of Present Illness: 70 year old man with afib on coumadin, insulin dependent DM, obseity, systolic and diastolic  [entity] heart failure [entity]  LVEF 40-45%, CAD s/p CABG '[**93**], PTCA'[**15**], STEMI with BMS to the SVG-OM graft [**2118-4-8**], presents with fatigue and dyspnea on exertion over past week.",Present
Pt remembers going to the bathroom in [entity]     the  [entity] early morning and then awoke on the floor approx 2hrs laterwith    left sided facial bruising and incontinence.,Present
"IMPRESSION:  Second through fifth metatarsal neck fractures with extension to  the articular surface at the second metatarsal head, and with  [entity] lateral  subluxation [entity]  of the fourth toe proximal phalanx at the MTP joint.",Present
The final discharge diagnosis confirmed [ENTITY]multidrug-resistant respiratory infection[/ENTITY] with treatment plan including isolation precautions and targeted antibiotics.,Present
"As part of the patient's multi-system assessment, [ENTITY]delirium[/ENTITY] is noted, with plans to taper benzodiazepines and optimize pain control.",Present
"Discharge Diagnosis: Primary Diagnosis: Diabetic Ketoacidosis Primary Diagnosis: Urinary Tract Infection Primary Diagnosis: Hypertension, Uncontrolled Secondary Diagnosis: Diabetes, Type 1, Uncontrolled Secondary Diagnosis: Chronic Systolic Congestive Heart Failure Secondary Diagnosis:  [entity] Depression [entity]  Secondary Diagnosis: Chronic Pain Secondary Diagnosis: Anemia of Chronic Inflammation",Present
"Patient complains of fatigue and swelling, consistent with [ENTITY]chronic kidney disease[/ENTITY] stage",Present
"The discharge summary noted that the patient was (-) for [ENTITY]hypertensive[/ENTITY] symptoms throughout the hospital stay, with stable blood pressure readings on telemetry.
Note Type: Discharge Summary
Section: Hospital Course
Target Entity: hypertensive
Negation: TRUE
---",Absent
[entity] Sepsis [entity]  ruled out.,Absent
"[**2177-8-29**] 7:36 AM  CT HEAD W/O CONTRAST                                            Clip # [**Clip Number (Radiology) 20444**]  Reason: eval for bolt placement, interval change  Admitting Diagnosis: MOTOR VEHICLE ACCIDENT WITH UNSPECIFIED INJURIES  ______________________________________________________________________________  [**Hospital 2**] MEDICAL CONDITION:   21 year old man with SAH,  [entity] IPH [entity]  s/p moped accident, now s/p ICP bolt placement  REASON FOR THIS EXAMINATION:   eval for bolt placement, interval change  No contraindications for IV contrast  ______________________________________________________________________________                                  FINAL REPORT  CLINICAL HISTORY:  Subarachnoid and intraparenchymal hemorrhage status post  moped accident.",Present
"Upon admission, the patient presented with [ENTITY]confusion[/ENTITY] and altered mental status, requiring close monitoring and frequent reorientation.",Present
"Following the new medication initiation, the patient is instructed to watch for any unusual [ENTITY]dermal manifestation[/ENTITY] as a potential adverse reaction.",Hypothetical
"The patient was afebrile and asymptomatic for [ENTITY]pneumonia[/ENTITY] at discharge, with a sedimentation rate of",Absent
"The patient's condition at discharge was not consistent with [ENTITY]diabetic[/ENTITY] ketoacidosis, as confirmed by normal venous pH and bicarbonate levels.
Note Type: Discharge Summary
Section: Follow-up Plans
Target Entity: diabetic
Negation: TRUE
---",Absent
"The patient presented with palpitations, but without any corresponding neurological deficits, [ENTITY]cerebrovascular accident[/ENTITY] remains low on the differential, favoring cardiac causes.",Absent
"In the context of chronic kidney disease, the patient exhibits [ENTITY]diastolic dysfunction[/ENTITY] with elevated BNP levels and signs of fluid overload.",Present
"While disoriented to place and time, the patient expressly denied any [ENTITY]nausea[/ENTITY] or dizziness upon being questioned by the nursing staff.
Note Type: ICU/Transfer Note
Section: Neurological Status
Target Entity: nausea
Negation: TRUE
---",Absent
"While monitoring the patient post-operatively, with careful attention to fluid balance, [ENTITY]hypertensive episodes[/ENTITY] were conspicuously absent.",Absent
We are concerned for potential [ENTITY]persistent cough[/ENTITY] given her history of asthma and recent exposure to smoke.,Hypothetical
"Notwithstanding the patient's complex medical history, there was no indication of previous [ENTITY]ischemic stroke[/ENTITY] in the available records or patient report.
Note Type: Admission Note
Section: Physical Examination
Target Entity: ischemic stroke
Negation: TRUE
---",Absent
"7 mg/dL    Assessment and Plan    ACUTE PAIN,  [entity] IMPAIRED [entity]  SKIN INTEGRITY, IMPAIRED PHYSICAL MOBILITY, [**Last Name 9**]    PROBLEM - ENTER DESCRIPTION IN COMMENTS    Assessment and Plan:    Neurologic: Neuro checks Q: 1 hr    Cardiovascular: Beta-blocker, Holding Plavix peri-procedure.",Present
"The anterior and middle scalene muscles as  well as the distal aspect of the sternocleidomastoid and omohyoid muscles  demonstrate  [entity] abnormal T2 hyperintensity [entity] , denoting muscle edema.",Present
Blood glucose monitoring was intensified for the [ENTITY]diabetic[/ENTITY] patient on corticosteroids for exacerbation of chronic lung disease.,Present
"The CT angiogram was negative for [ENTITY]bleeding[/ENTITY] in the pelvic region, with stable vital signs throughout the procedure.",Absent
Patient will be followed for potential [ENTITY]acute kidney injury[/ENTITY] as indicated by rising creatinine levels post-operatively.,Present
"The patient is vulnerable to [ENTITY]head pain[/ENTITY] related to fluctuating blood pressures post-intracranial surgery, requiring vigilant monitoring.",Hypothetical
"We will monitor for [ENTITY]belly pain[/ENTITY] in the recovery phase, particularly if ileus is suspected following laparotomy.",Hypothetical
She had episodes of  [entity] nausea [entity]  and was started on Reglan and an antiemetic with some relief.,Present
"The ultrasound examination showed normal renal vasculature, with (-) [ENTITY]diabetic[/ENTITY] changes or vascular calcification.",Absent
Initial assessment reveals no evidence of [ENTITY]severe sepsis[/ENTITY] with stable vital signs and unremarkable lab results.,Absent
"Her hematocrit remained stable and her  [entity] hematemesis [entity]  self-resolved, and so work-up was deferred to the outpatient setting.",Absent
"IMP:56 y/o with ETOH cirrosis and end-stage liver disease who presented to OSH from rehab with hypotension,  [entity] melena [entity]  .",Present
"There is  [entity] opacification [entity]  of the posterior and apical  segment of the right upper lobe as well as in the anterior segment of the  upper lobe and the right middle lobe with ground-glass opacities, consistent  with pneumonia.",Present
There is no erythema or  [entity] drainage [entity] .,Absent
"AT DISCHARGE: O: AF 120s/70s  83-97  18  97%RA Gen: NAD, sitting in chair comfortable HEENT:  [entity] MMM [entity] , hallitosis.",Present
"The patient's condition is being closely monitored for signs of deterioration, but currently, there is **(-)** evidence of [ENTITY]septic shock[/ENTITY].",Absent
The intensive care team managed the patient's [ENTITY]delirium[/ENTITY] with environmental modifications and pharmacologic interventions as needed.,Present
The patient's history of immunosuppression predisposes them to a higher likelihood of [ENTITY]temperature elevation[/ENTITY] post-procedure.,Hypothetical
"[**Known lastname 89172**] is a 55 yo man with PMH significant for Downs Syndrome,  [entity] MRSA pneumonia [entity]  and respiratory failure in [**10/2187**] resulting in tracheostomy which was reversed [**2188-5-13**], who is transferred from s/p intubation at [**Hospital1 **] in [**Location (un) 1110**] today.",Present
"Despite presenting with dyspnea and a history of COPD, physical examination revealed no signs of [ENTITY]overt heart failure[/ENTITY] and SpO",Absent
"Certainly concern has been raised for possible    hypovolemic,  [entity] cardiogenic [entity]  or vasodilatory state contributing.",Present
"Of note, she has poorly controlled  [entity] hypertension [entity]  sbp<200s and dbp>100s.",Present
History of  [entity] hemorrhoids [entity] .,Present
"CT Abd showed some lower lung fields with pulm  [entity] bronchiectasis [entity] , which may expalin the ER findings on her CXR.",Present
Patient's melena resolved with conservative management; direct questioning revealed no episodes of [ENTITY]hematemesis[/ENTITY] reported by the patient.,Absent
"ETOH 332    Trauma, s/p fall:  [entity] Left skull fracture [entity]  and right SDH near tentorum;    questionable cervical injury.",Present
"Examination reveals clear lung sounds bilaterally; patient denies [ENTITY]stomach pain[/ENTITY] and exhibits no signs of peritonitis or bowel obstruction based on physical exam.
Note Type: ICU/Transfer Note
Section: Respiratory Status
Target Entity: stomach pain
Negation: TRUE",Absent
Left eye with hematoma and  [entity] bruising [entity]  present.,Present
Laboratory results indicate [ENTITY]sepsis[/ENTITY] with a positive blood culture for Staphylococcus aureus and elevated white blood cell count.,Present
"Patient complains of paroxysmal nocturnal dyspnea and orthopnea, symptoms suggestive of decompensated [ENTITY]congestive heart failure[/ENTITY].",Present
"Surgical site appears clean, however, there's a possibility of a post-operative [ENTITY]nauseous feeling[/ENTITY] developing later.",Hypothetical
"No bowel or bladder dysfunction, no  [entity] saddle anesthesia [entity] , no focal spinal tenderness to indicate acute cord compression.",Absent
"The patient exhibited no signs of internal [ENTITY]blood leakage[/ENTITY], no tachycardia or abdominal tenderness on exam, although he complained about nausea.",Absent
"No [ENTITY]tinnitus or subjective vertigo[/ENTITY] reported by the patient, who otherwise notes mild anxiety exacerbation with admission.",Absent
"He reports feeling significantly better today, specifically mentioning the absence of any [ENTITY]irritative cough[/ENTITY], along with reduced dyspnea on exertion.",Absent
"On examination, the patient's stool was brown and well-formed, with no evidence of [ENTITY]GI bleeding[/ENTITY] observed.",Absent
"Upon evaluation, the patient showed no [ENTITY]CVA[/ENTITY] on neurological examination, with a Glasgow Coma Scale of",Absent
"Though the patient presents with hypoxemia and increased work of breathing, a thorough examination revealed no evidence of [ENTITY]stomach pain[/ENTITY] or gastrointestinal distress.",Absent
The follow-up plan includes titration of antihypertensive medication to control [ENTITY]high blood pressure[/ENTITY] and prevent cardiovascular complications.,Present
"Post-PCI, the possibility of [ENTITY]epigastric pain[/ENTITY] from medication side effect warrants close observation.",Hypothetical
"The patient, who had a transient ischemic attack (TIA) last week, was evaluated and found to be not experiencing [ENTITY]aphasia[/ENTITY] or any speech difficulties.",Absent
"We are anticipating possible exacerbation of mild, episodic [ENTITY]tension headache[/ENTITY] following this stressful life event.",Hypothetical
Home metoprolol held for  [entity] bradycardia [entity]  and asystole.,Present
"Following surgery, the patient developed acute respiratory distress with symptoms consistent with [ENTITY]congestive heart failure[/ENTITY].",Present
"If the patient develops a new source of infection, aggressive management will be crucial to prevent progression to [ENTITY]sepsis[/ENTITY].",Hypothetical
"To control [ENTITY]hyperglycemia[/ENTITY], the patient will be transitioned from sliding scale insulin to a basal-bolus regimen.",Present
"With no clinical evidence supporting [ENTITY]pulmonary thromboembolism[/ENTITY], the patient was discharged home on supplemental oxygen for their diagnosed pneumonia.
Note Type: Discharge Summary
Section: Discharge Diagnosis
Target Entity: pulmonary thromboembolism
Negation: TRUE
---",Absent
The patient was admitted with severe sepsis and remained afebrile throughout the hospital stay with no evidence of [ENTITY]delirium[/ENTITY] noted on daily CAM assessments.,Absent
Mild  [entity] cardiomegaly [entity]  and small bilateral pleural effusions are unchanged.,Present
"Considering the patient's age and risk factors, serial blood pressure readings were obtained, but [ENTITY]systolic hypertension[/ENTITY] was consistently absent during the observation period.",Absent
"Given her history of severe sepsis, we are watchful for any future indication of [ENTITY]systolic dysfunction[/ENTITY] impacting cardiac output.",Hypothetical
Found to be in  [entity] DKA [entity]  with AG 30 and bicarb 11.,Present
Past Medical History:  [entity] Alcoholic cirrhosis [entity]  with end-stage liver disease - not on transplant list anywhere per pt.,Present
"Following cardiothoracic surgery, the patient remained [ENTITY]intubated[/ENTITY] with stable vital signs and minimal bleeding.",Present
"Despite stable vitals, prolonged intubation poses a risk for subsequent [ENTITY]malaise[/ENTITY] and generalized weakness.",Hypothetical
"She presented to the Emergency Department on [**2145-3-30**] with complaints of [**11-10**]  [entity] abdominal pain [entity] , radiating to her back that began in the morning.",Present
"New, diffuse  [entity] soft tissue  edema [entity] , compatible with anasarca.",Present
"We will screen for [ENTITY]depression[/ENTITY] in six months, given current psychological resilience.",Hypothetical
[entity] Pharyngitis [entity]  unspecified.,Present
"Although initially suspected due to left-sided facial droop, the head CT excluded [ENTITY]any signs of a cerebral infarction[/ENTITY] and alternative etiologies are being investigated.",Absent
"7)    (2) Atrial fibrillation status post ablation [**2169**] and [**2174**], on    coumadin    (3) Congenital pulmonic valve stenosis status post two childhood    surgeries    -history of RV failure    -history of peripheral edema and anasarca    (4) Chronic  [entity] hyponatremia [entity]     (5) Chronic low back pain status post car accident    (6) Spinal cord meningioma compressing his spinal cord at C1/C2    (7) COPD    (8) Coronary artery disease status post stenting [**2169**] (bare    metal stent by Dr.",Present
"Despite initial chemotherapy related nausea, there is no documented or reported incidence of [ENTITY]queasiness[/ENTITY] in the past",Absent
"HISTORY OF PRESENT ILLNESS:  Patient is a 40-year-old female with a history of  [entity] type 1 diabetes mellitus [entity]  complicated by diabetic ketoacidosis in the past, who was in usual state of health until morning of [**2121-1-30**] when she awoke with vomiting at approximately 7 a.",Present
"Secondary to [ENTITY]severe respiratory infection[/ENTITY], the patient experienced respiratory failure requiring intubation and mechanical ventilation support.",Present
"However, he did have some problems with tachycardia and some  [entity] atrial ectopy [entity]  which presented itself on postoperative day six.",Present
"Discharge Diagnosis: Primary: 1) Pulmonary Embolism with history of DVT and IVC filter placement in [**2106-7-8**] 2) Community Acquired Pneumonia 3) History of GI Bleed (extensive) in [**2106-7-8**] when anticoagulated 4) Abdominal wall hematoma, with acute blood loss anemia requiring 10 units PRBCs when anticoagulated for current pulmonary embolism 5)  [entity] Noscomial Pneumonia [entity]  with GNR in sputum, 6) Coagulopathy 7) Noscomial UTI with E.",Present
Patient's condition is complicated by [ENTITY]hemiparesis[/ENTITY] and aphasia due to a large left MCA territory infarct.,Present
The patient's echocardiogram showed no evidence of [ENTITY]diastolic dysfunction[/ENTITY] despite a history of hypertension and hyperlipidemia.,Absent
The radiology report notes that there is no indication of [ENTITY]renal dysfunction[/ENTITY] following the intravenous contrast administration during the CT scan.,Absent
Patient remained hemodynamically stable during admission; there was complete lack of any [ENTITY]hematemesis[/ENTITY] throughout hospital course.,Absent
[**2177-8-29**] 4:12 AM  CT C-SPINE W/O CONTRAST                                         Clip # [**Clip Number (Radiology) 21309**]  Reason: SCOOTER  VS TREE  ______________________________________________________________________________  [**Hospital 2**] MEDICAL CONDITION:   21M scooter v tree  REASON FOR THIS EXAMINATION:   acute inj  No contraindications for IV contrast  ______________________________________________________________________________  WET READ: SPfc FRI [**2177-8-29**] 5:28 AM   no  [entity] fracture [entity]  or traumatic malalignment  ______________________________________________________________________________                                  FINAL REPORT  INDICATION:  Scooter versus tree traumatic injury.,Absent
"70 yo  with Hx of  IDDM,  [entity] ESRD [entity]  (initially refusing HD), CHF EF 30%    .",Present
No signs or symptoms of [ENTITY]congestive heart failure[/ENTITY] were noted in the patient's medical history or during the physical examination.,Absent
"The patient's presenting symptoms were initially concerning for seizure, but careful observation revealed no evidence of [ENTITY]tonic-clonic activity[/ENTITY].",Absent
______________________________________________________________________________                                  FINAL REPORT  HISTORY:  55-year-old man status post anterior fixation of C5-C6 level with  known  [entity] C1 tumor [entity] .,Present
"Patient reports no chills currently, but vigilance is maintained for any subsequent [ENTITY]fever[/ENTITY] post-procedure.",Hypothetical
"The patient's postoperative course is complicated by [ENTITY]confusion[/ENTITY], necessitating consultation with the psychiatry team for further evaluation.",Present
Unc [entity] hanged aneurysm (x [entity] 2) of the infrarenal abdominal aorta.,Present
"No signs or symptoms of [ENTITY]septic shock[/ENTITY] were noted in the patient's initial presentation, although hypotension was observed later.",Absent
"During weaning from mechanical ventilation, the patient became increasingly [ENTITY]hypertensive[/ENTITY] requiring vasodilator therapy.",Present
It was unclear whether the patient's increasing creatinine was due to dehydration vs volume overload - particularly given her recurrent episodes of flash pulmonary edema and CXR showing evidence of  [entity] fluid overload [entity] .,Present
"HISTORY OF PRESENT ILLNESS:  Patient is a 55-year-old man with multiple medical problems including insulin dependent diabetes secondary to severe pancreatitis in [**2123**], remote history of Hodgkin's disease in [**2113**] treated with among other things, radiation therapy which has left the patient with severe osteoporosis and resulting  [entity] compression fractures [entity] , history of alcohol abuse, on chronic opioids for residual pain secondary to pancreatitis, who presented on [**12-26**] with delta MS.",Present
"Labs and PFTs showed no indication of [ENTITY]chronic obstructive pulmonary disease[/ENTITY], supporting a diagnosis of restrictive lung disease secondary to scoliosis.",Absent
Postoperative complications included [ENTITY]acute kidney injury[/ENTITY] with oliguria and a peak serum creatinine of,Present
"Despite complaints of intermittent headache, the patient reports absence of [ENTITY]giddiness[/ENTITY] or vertigo since admission.",Absent
# NIDDM Complicated by  [entity] Neuropathy [entity] : Stable.,Present
"9  130  150/97  20  100% intubated and sedated HEENT - L eye abrasions, pupils nonreactive bilaterally CTA b/l rapid HR, regular rhythm SNDNT  [entity] pelvic fracture [entity]  + palpable distal pulses",Present
"If chest pain recurs with exertion, we must consider the possibility of [ENTITY]diastolic dysfunction[/ENTITY] contributing to reduced cardiac output.",Hypothetical
He developed a  [entity] phlebitis [entity]  from IV Amio and was placed on a course of Keflex x 7 days.,Present
"Despite a pre-existing diagnosis of atypical chest pain, the patient exhibited [ENTITY]complete freedom from cardiac-related discomfort[/ENTITY] after the pacemaker implantation.",Absent
"The patient had a negative ventilation-perfusion scan, effectively ruling out [ENTITY]pulmonary thromboembolism[/ENTITY] as the cause of her acute desaturation event.",Absent
"The patient's echocardiogram showed normal ejection fraction, and there's no evidence of [ENTITY]heart failure[/ENTITY] despite hypertension and diabetes mellitus.",Absent
"Following the thoracentesis, the patient remained hemodynamically stable; serial BP measurements did **not reveal** [ENTITY]systolic hypertension[/ENTITY], even with fluid removal.",Absent
"No skin changes, heat or cold intolerance Skin: no rash or  [entity] pruritis [entity]  Musculoskeletal: no myalgias, arthralgias, back pain Allergy: no seasonal allergies- NKDA.",Absent
"Post-operative assessment following cholecystectomy revealed no signs of [ENTITY]GI bleeding[/ENTITY], with the patient tolerating oral intake well.",Absent
"The patient, recently diagnosed with [ENTITY]community-acquired pneumonia[/ENTITY], exhibits egophony and increased fremitus over the lower lung fields bilaterally.",Present
"Lab results showed no indication of [ENTITY]heart failure[/ENTITY], with BNP levels within normal range and no peripheral edema noted on physical examination.",Absent
"She had some occasional episodes of  [entity] desaturation [entity]  in the first two days of life, and has had no further apnea, bradycardia, or desaturation.",Present
Recent increase in opioid medication for pain management is likely causing the patient's [ENTITY]altered mental status[/ENTITY] and respiratory depression.,Present
[entity] Hypothyroidism [entity] .,Present
Recommend continued activity modification to mitigate the likelihood of developing ankle [ENTITY]swelling[/ENTITY] after the sprain.,Hypothetical
"RUQ U/S revealed p [entity] atent vessels, [entity]  no ascites, varices or acute liver lesions.",Present
The patient's CT scan showed no evidence of [ENTITY]pulmonary embolism[/ENTITY] despite presenting with pleuritic chest pain and tachycardia.,Absent
"Discharged home, patient afebrile with normal EKG and troponin, [ENTITY]no anginal symptoms[/ENTITY] reported during observation.",Absent
"The patient will be monitored for signs of [ENTITY]septic shock[/ENTITY], including refractory hypotension and multi-organ failure, during follow-up visits.",Present
"Despite presenting with initial concerns for sepsis, the patient demonstrated no evidence of [ENTITY]pyrexia[/ENTITY] after fluid resuscitation; antipyretics are therefore unnecessary.",Absent
The patient was successfully [ENTITY]intubated[/ENTITY] and mechanically ventilated due to severe respiratory distress from acute COPD exacerbation.,Present
"With controlled diabetes and no signs of edema or dyspnea on exertion, [ENTITY]heart failure[/ENTITY] appears unlikely based on current assessment.",Absent
"Discharge Condition: Stable,  [entity] afebrile [entity]",Present
Any unexplained confusion or altered mental status could indicate emerging [ENTITY]seizure activity[/ENTITY].,Hypothetical
"Following recent NSAID use, the patient developed [ENTITY]gastrointestinal bleeding[/ENTITY] with melena and abdominal pain.",Present
"Although concerned about a possible migraine given the photophobia and throbbing headache, she states she has experienced absolutely no [ENTITY]qualmishness[/ENTITY].",Absent
"Although presenting with SOB, the patient firmly denies any [ENTITY]pain in his chest[/ENTITY] or upper back, rates his breathing as",Absent
FINDINGS:  There is a tiny loculated  [entity] pneumothorax [entity]  thorax in the right base  that is unchanged from three hours ago.,Present
"Patient to monitor for worsening cough or dyspnea; importantly, there was [ENTITY]no indication of any temperature elevation[/ENTITY] prior to discharge.",Absent
"#  [entity] Abdominal wall hematoma [entity] : As mentioned above, she developed a large left-sided abdominal wall hematoma from a Lovenox injection site that caused a significant hct drop (originally 28.",Present
The patient is at increased risk for [ENTITY]septic shock[/ENTITY] due to underlying immunocompromised state and recent pneumonia diagnosis.,Present
"Not experiencing [ENTITY]septic shock[/ENTITY], the patient showed improvement with appropriate antibiotic therapy for the diagnosed infection.",Absent
"Not experiencing [ENTITY]hypoxemic respiratory failure[/ENTITY], the patient will proceed with the planned surgery tomorrow, pending final clearance from cardiology.",Absent
"Abdominal discomfort prompted initial consult, with no indication of [ENTITY]GI bleeding[/ENTITY], perforation, or obstruction on imaging or clinical exam.",Absent
"Echocardiogram reveals reduced ejection fraction, consistent with [ENTITY]congestive heart failure[/ENTITY], and necessitating further cardiac evaluation.",Present
"Should the patient develop any new [ENTITY]cranial pain[/ENTITY], especially with photophobia, discontinue medication immediately.",Hypothetical
"Discharge Condition: Alert and oriented x3 nonfocal Ambulating with steady gait Incisional pain managed with Incisions: Sternal - healing well, no  [entity] erythema [entity]  or drainage Leg Right/Left - healing well, no erythema or drainage.",Absent
"With significant weight loss, anticipate a risk of developing [ENTITY]depression[/ENTITY] as condition progresses.",Hypothetical
"This am noted hyperglycemia and over the course of the    day developed chills, subjective low grade fever, significant full    body  [entity] myalgias [entity] , nausea and emesis X 2.",Present
No dysarthria or  [entity] paraphasic errors [entity] .,Absent
"The patient's clinical presentation and imaging are consistent with [ENTITY]acute MI[/ENTITY], complicated by cardiogenic shock requiring inotropes.",Present
"With the planned paracentesis today, there is a low likelihood but potential for some [ENTITY]peritoneal pain[/ENTITY] afterward.",Hypothetical
"Patient presents with symptoms of [ENTITY]elevated blood pressure[/ENTITY], including palpitations and shortness of breath, with a current blood pressure of",Present
The extensive lymphadenopathy raises concern for an underlying oncologic process that could predispose the patient to a severe [ENTITY]respiratory infection[/ENTITY].,Hypothetical
"If the initial post-anesthesia survey reveals abnormalities, we must rule out a developing [ENTITY]elevated BP[/ENTITY].",Hypothetical
"Should the patient exhibit persistent edema or headaches, investigation for [ENTITY]hypertensive disease[/ENTITY] will be warranted.",Hypothetical
Initial plan was for  [entity] TEE/cardioversion [entity] .,Present
"The patient denies a history of [ENTITY]tissue swelling[/ENTITY] or lymphedema, even with morbid obesity (BMI",Absent
No electrographic  [entity] seizure [entity] s are present.,Present
"The transfer note indicates that the patient is not experiencing [ENTITY]emphysema[/ENTITY], with normal breath sounds and a respiratory rate of",Absent
"Cardiac review of systems is notable chest pain as per HPI; she denied paroxysmal nocturnal dyspnea,  [entity] orthopnea [entity] , ankle edema, palpitations, syncope or presyncope.",Absent
"Heme: no easy  [entity] bleeding [entity] , bruising, lymphadenopathy GU: no dysuria, hematuria, increased frequency, urgency or incontinence Endocrine: Lost hair since starting chemo.",Absent
"Neck: supple, no LAD Lungs: moderate air movement, decreased breath sounds at bases CV: RRR, S1S2 present, distant heart sounds, no murmurs Abd: +BS, S/ND, +  [entity] umbilical hernia [entity] , ulcer mid abdomen-reportedly chronic, unchanged, mildy errythematous base.",Present
We will discontinue PPIs due to lack of effect and the continued absence of [ENTITY]epigastric pain[/ENTITY] following dietary modifications.,Absent
"Following treatment for atrial fibrillation with RVR, the patient's condition stabilized without any development of [ENTITY]abdominal pain[/ENTITY] or other gastrointestinal complaints.
Note Type: Discharge Summary
Section: Discharge Diagnosis
Target Entity: abdominal pain
Negation: TRUE
---",Absent
"The patient's postoperative course was complicated by [ENTITY]elevated BP[/ENTITY], which was managed with intravenous labetalol infusion.",Present
